Réseau Social,Class,Commentaire client,category,urgent
Facebook,"Questions, demandes d’information et d'assistance",ما هو التدفق الذي تشترطونه للاستفادة من العرض؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Atona fibre min fadlikoum,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",500دج شحال فيها المدة شهر ولا 10 تبام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السؤال المطروح متى يتم تعميم خدمة الألياف على كامل التراب الوطني 樂 ولماذا زبائن خدمة ADSL منسيون من هكذا تخفيضات,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سآل الأماكن لي ما فيهاش الألياف البصرية إذا جابولنا الألياف السرعة تكون محدودة كيما ف ADSL؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","نورمالمو تتهلاو في المشتركين القدامى ثان صحاب ADSL تحولهم الفيبر أموا شهر لول كاش 300 ميغا ولا تع تجربة ",negative,0
Facebook,"Questions, demandes d’information et d'assistance",شحال تولي تخلص كل شهر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كفاه كل شهر نخلصو 50الف?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل هناك ضمان تركيب ,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","Bonsoir, pourquoi les anciens clients Algérie Télécom n'ont pas accès à des offres modem wifi 6 alors qu'il sont des clients fibre depuis le début",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",المودام وحده شحال ينتباع ؟؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر ممكن رقم الزابون,off-topic,0
Facebook,"Questions, demandes d’information et d'assistance",600 الف مشترك و مليون خاصهم مودام,negative,0
Facebook,"Questions, demandes d’information et d'assistance","J'ai 15 méga si je paie 2200 da ,est ce que je vais recevoir 30 méga ?",interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",نقدر نعرف اذا موحود هذا النوع من الشبكات عندنا ؟,interrogative,0
Linkedin,"Questions, demandes d’information et d'assistance"," اريد رقم الهاتف من فظلكم لدينا مشكل شكرا ",interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",ماذا يعني الجيل الخامس 樂,interrogative,0
Linkedin,"Questions, demandes d’information et d'assistance",اريد رقم الهاتف من فظلكم لدينا مشكل شكرا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر هناك مشكلة بخصوص عدم توفر أجهزة مودام zte ونوكيا هل هذا صحيح,negative,0
Facebook,"Questions, demandes d’information et d'assistance",درت طلب مودام 4G lte من الانترنت كم المدة لرد علي الطلب وستيلام المودام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كفاش نعرف فتورة هاتف ثابت !!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",واش بيه تطبيق my idoom,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كي نخلص بالذهبية قبل 48 ساعة من انتهاء اشتراك انتر نت شحال يقعد باه يدخلbonus 10% واليوم مجاني عند دفع فاتورة هاتف بالذهبية شاححال يقعد باه يدخل,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",الكهرباء لايوجد في تطبيق بريدي موب لماذا؟,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",اقطن في ماسينيسا الخروب قسنطينة هل يمكن استفادتي من هذه الخدمة,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",وعند انتهاء الاشتراك الشهر هل يواصل التدفق 500ميغا ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وMøhamed El Ghazali Soufi جربتها داولي 200الف فليكسيت زوج خطرات بغلطة ماتوصلكش ثم ثم يا اخي مزالت مشاكل فيه الاخ راه يقصد في خط adsl ماهيش مجانية لازم تكون عندك انترنات وزيد ماهيش ناس كامل عندها مودام 4G,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر On peut Payer depuis l'étranger ? Merci,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Kmli chehar gratuite kindir n3amr ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفية زيادة سرعة الانترنت؟؟ Algérie Télécom - إتصالات الجزائر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",نسقسيكم أنا خلصت الانترنت السمانة اللي فاتت ( مزال باش تروح) بصح راحتلي دوكا مافهمتش علاش ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عند شحن الانترنت فيبر قبل انتهاء العرض هل يبدأ حساب جديد أم يستمر حتى ينتهي القديم يعني,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",جبتو المودام؟ ولا غير تهدرو,negative,0
Facebook,"Questions, demandes d’information et d'assistance",هل متوفرة في حي عدل 1046 مسكن دويرة,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهو نوع المودام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مودام wifi 6 ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمكنني تغيير المودم )اعطيتموني مودم فيبر قديم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سعر 5000 الف او خمسين الف,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ولكن اين المودام,negative,0
Facebook,"Questions, demandes d’information et d'assistance",نعم حاب ندخل لفيبر بصح شحال 500 ألف ولا قصدك خمس ملاين نخلص شحال قصدك,interrogative,0
TikTok,"Questions, demandes d’information et d'assistance",ممكن مودام ,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شحال تخلص في الشهر بعد الشهر الأول.,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",انا كانت عندي adsl وغادي نتحول للفيبر هل هذا العرض معني به ؟!!!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل نستطيع استبدال المودم؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",واش راح ديرولنا offre fin d année قولولي قبل ما نخلص idom adsl... ??,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمكن تغيير Modem_Wi-Fi-4 إلى Modem_Wi-Fi-6,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أنا مشترك قديم عندي مودام wifi4 حبيت ندير 1.2gb قالولي لازم تخلص 14400 باش تدي مودام wifi6 فيدونا Algérie Télécom - إتصالات الجزائر,suggestion,0
Facebook,"Questions, demandes d’information et d'assistance",ملف من فضلك,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",المودام ويفي 6 ??,interrogative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",هل يدعم كامل الشرائح أم فقط شريحة اتصالات الجزائر  و هل إذا ركبت فيه شريحة إتصالات الجزائر يمكنك الإتصال في أي ولاية كنت أم فقط في محل الإقامة ؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",او l'application تمشي ياك؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اعدلونا انترنت,negative,0
Facebook,"Questions, demandes d’information et d'assistance",مودام wifi 6 ولا هذاك المعوق لي ذرحتونا به المرة الاولى,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",لماذا العرض مقيد بالاشتراك ب 30 ميغا أو أكثر، هناك عائلات تريد 10 ميغا و أخرى 15,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",شهر شحال؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمكن طلب رفع سرعة تدفق عبر الانترنت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",و اصحاب adsl واش من دولة تابعين ليها,negative,0
Facebook,"Questions, demandes d’information et d'assistance",وقتاه هذا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يدعم المودم تقنية واي فاي 6 ؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",لي عندو ايدوم فايبر يقدر يفليكسي ب500دج؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اشتراك 30 ميغا او اكثر... الشهر الاول تخلص 500 دج و عام 12 شهر تخلص 3600دج او اكثر... هذي هو العرض؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",☢️ هل تعلمون انو لي مودام غير متوفرين في الوكالات. لماذا التهرب من الإجابة على هاذ التساؤل⛔⛔. تعرفو تقولو غير اقرب الآجال.. ♨️,negative,0
Facebook,"Questions, demandes d’information et d'assistance",winta tjiboulna cable ???????????,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر هل مودام من نوع نوكيا متوفر عندكم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كم في الشهر,interrogative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",وشحال يدير لنتيل نتاع4جي,interrogative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",هل يمكن شراءه وحده بدون اشتراك الهاتف الثابت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",حي 250 سكن و 50 سكن fnpos و360 سكن عمومي فرندة ، هل نحن معنيون رغم اننا استفدنا من مشروع 2023 وانتهاء الاشغال و الى حد الان لم يتم ربط سكناتنا ؟ ارجوا الرد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل من اخبار موديمات zte ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اي هم ليمودام باش راكو غير ترميو فلعروض؟,negative,0
Facebook,"Questions, demandes d’information et d'assistance",ما هو نوع مودام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سلام عندي 1.2 جيغا توصلني 300 ميغا ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","هذا العرض خاص بمشترك ب adsl فقط او انه من لم يكن مشترك ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل مودم يدعم wifi6,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",المودام نشريوه من السوق,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيف يمكن اطلب خدمات الألياف البصرية عندي,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل نستطيع تغير مودام السابق بالجديد wifi 5,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاش نبعث لي جيڨا من مودام 4G لمودام آخر؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ولي معندهمش فيبر مازال موصلوش عندنا,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كفاش نشترك,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مودم WiFi 6 ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وش هوما الوثائق الي لازم نجيبهم باش ندير طلب,suggestion,0
Facebook,"Questions, demandes d’information et d'assistance",متى يتم توفير اجهزة المودم,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",Disponible au niveau d'agence de bordj el kiffan ? Le modem,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",الي عندو مودام 4G تاني يبدلها ولا غير ADSL,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",نوع المودم لي راهم يمدو فيه دوك؟,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",Echo system تاع ZTE  كيفاه قصة,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",كيف يتم التحول من adsl إلى الالياف,interrogative,0
Twitter,"Questions, demandes d’information et d'assistance",اين هو  حتى نشترك ...؟ لا يوجد إلا في مناطق قليلة من الوطن كله.....,negative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",هل يدعم شريحة اتصالات الجزائر وهل يعمل ك شاحن الهاتف ( باور بانك ) وهل يعمل في كل الولايات ام ولاية الاقامة فقط ارجو التوضيح اكثر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ماهي الخطوات التي اتبعها للانتقال من adsl الى vdsl مع العلم انا خطي مؤهل الى vdsl,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",pourquoi les modems sont pas disponible,negative,0
Facebook,"Questions, demandes d’information et d'assistance",lmodem zte ban wella mzal?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وقتاش تجيبو مودم الفيبر ؟!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مودام ويفي 6 ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وهذا العرض متوفر او غير اعلان تسويق فقط ,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاه ندير باه نستفيد من هذا العرض,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",زعما كاين ليموديم؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ردو علينا فخاص,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Winta tawslou le centre ville Oran ?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","and then after the first month how much ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل هذا مشروع يشمل ريف ولا غير المدن؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل تم توفير مودم نوكيا فيبر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ولحل كيفاه,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل مودام متوفر في وكالة او مجرد ترويج,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",جبتو لمدام او مزااااااال,negative,0
Facebook,"Questions, demandes d’information et d'assistance",هل ممكن نغير المودام اللي عندي لمودام جديد يقبل انترنت 500 ميغا؟؟؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل يمكنني أن أغير اشتراكي الى اشتراك 500 دج,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",المودام فيه الشريحة,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",ما فائدة العرض و modems غير متوفر !?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عندي استفسار حبيت نعرف سرعة التدفق لي كاينة في خدمة الفيبر مع التسعيرات,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عندي إيدوم lte نقدر نغيرها الى الياف بصرية la fiber,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",كيفاه ندير,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","متى يرى النهار في تزويد بالألياف البصرية ",interrogative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",كم سعر لنتيل مدام,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",Algérie Télécom - إتصالات الجزائر لقد تم اليوم تنصيب الخيمة في الحي و لم اتمكن من الوصول لتقديم الطلب فهل لدي حل اخر ليوم الغد اين يمكن ان اضعه في الموقع الالكتروني رقمك لا يملك الاهلية ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",مكاش عروض خاصة لهذه الفئة؟,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance",كيفاش ندير هاد العرض ؟؟. نقدر نديرو أونلين ولا بكاش سيت,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل من توضيح حول bonus,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وال 4 جي لماذا مستثناة؟؟؟؟؟؟؟؟؟,negative,0
Instagram,"Questions, demandes d’information et d'assistance",كفاش اونلاين,interrogative,0
Instagram,"Questions, demandes d’information et d'assistance","حبيت نعرف وش الفائدة تع تستي رقم تاعك وانا عندي رقم ادسل باينة يڨلي غير ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",ممكن الحصول على رابط لتقديم شكاوي ؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عند رفع التدفق من تطبيق my idoom شحال وقت باش تطلع عندي؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",اتصالات الجزائر خطي مؤهل vdsl اعطوني معلومات عليها,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",idoome4g,interrogative,0
"Idoom Market ","Questions, demandes d’information et d'assistance",نقدرو نديرولو كامل الشرائح ولا لازم شريحة اتصالات الجزائر برك,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",قدمة طلب برفع تدفق الي 20 mg من الوقع لكن لم يلبا طلبي,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",سؤال عجز العلم عن تفسيره اين المووووووودااام ؟؟؟؟؟!!!!!,negative,0
Facebook,"Questions, demandes d’information et d'assistance",علاه حبستو تركاب تاع المودتم,negative,0
Facebook,"Questions, demandes d’information et d'assistance",لاتوجد خانة 10ميغا فيبريد ممكن كيفيت الطلب,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",متوفر في الشرق الجزائري بالضبط تبسة بلدية الونزة؟,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",رابط الابلاغ عن عطب,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",و لي مودام ؟؟؟,negative,0
Facebook,"Questions, demandes d’information et d'assistance","كيفاش نستفادو منها وحنا في شوفالي مازال ماطلقتوش الفيبر ",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",هل هذا العرض مؤقت او دائم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",من فضلكم متى تتوفر اجهزة المودم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",السلام عليكم ...واش هي الوثائق المطلوبة مع أنني مشترك جديد,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance","السلام عليكم 200,الف شحال من جيقا",interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",علاه ناس يمدو دراهم على جال انترنات محدود ؟ رجعةها غير محدودة وهنو الناس,negative,0
Facebook,"Questions, demandes d’information et d'assistance",متى تعمم,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",بصح سعر غالي 2200 بزااف 1500 و بزااف راكم غليتوه سعر,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وين ندير دموند,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أين الربط,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",عندكم les modems !!?,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",أين هو المودام ؟؟!!!,interrogative,0
Facebook,"Questions, demandes d’information et d'assistance",وين راهم لي مودام كي تروح ليهم يقلك ماكانش لي مودام ذك ما نعرف شكون لي يكذب,negative,0
Facebook,"Questions, demandes d’information et d'assistance",ليمودام؟,negative,0
Facebook,"Questions, demandes d’information et d'assistance",أين هو مودام فيبر,negative,0
Facebook,"Questions, demandes d’information et d'assistance",Med Med شوف مودام تاعك شحال بلاك راه عندكم تاع 30G,interrogative,0
